timestamp,target,group_id,solar,wind,hour,day_of_week,day_of_month,month,week_of_year,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24,rolling_mean_168,rolling_std_168
2022-09-06 22:00:00,221102.192,single,656.989,774.191,22,1,6,9,36,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,224672.566,211799.11,249428.802,191989.33016666668,24680.284491301656,192100.95832142857,30996.411123301852
2022-09-06 23:00:00,216340.688,single,34.571,865.796,23,1,6,9,36,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,221102.192,208787.382,240035.93,192376.95858333333,25074.84742446304,191932.34754761905,30758.831713955948
2022-09-07 00:00:00,213017.64,single,0.0,802.708,0,2,7,9,36,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,216340.688,206371.7,231805.938,192691.67966666666,25335.81803235353,191791.3044404762,30590.802013980294
2022-09-07 01:00:00,203085.746,single,0.0,785.694,1,2,7,9,36,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,213017.64,197454.4,219522.436,192968.59383333332,25527.432716922587,191679.46933333334,30477.773609832613
2022-09-07 02:00:00,189479.816,single,0.0,721.856,2,2,7,9,36,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,203085.746,185734.914,202836.774,193203.23325000002,25596.24536065816,191581.63189285714,30414.174572660308
2022-09-07 03:00:00,176190.612,single,0.0,654.672,3,2,7,9,36,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,189479.816,173782.39,187757.938,193359.27083333334,25560.12737184117,191502.12619047618,30402.03211241329
2022-09-07 04:00:00,165637.42,single,0.0,528.273,4,2,7,9,36,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,176190.612,164568.08,175391.894,193459.61341666666,25484.54731694864,191433.2730595238,30423.65344184954
2022-09-07 05:00:00,157922.748,single,0.0,447.832,5,2,7,9,36,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,165637.42,158185.372,166347.324,193504.16925,25432.720787324764,191375.21071428573,30463.73271706785
2022-09-07 06:00:00,152757.804,single,0.0,418.224,6,2,7,9,36,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,157922.748,154213.344,159577.366,193493.22658333334,25448.62926011754,191325.06442857144,30512.07324934757
2022-09-07 07:00:00,150052.414,single,0.0,289.909,7,2,7,9,36,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,152757.804,152428.124,155376.76,193432.57908333334,25547.84941213259,191284.47179761904,30559.062762992828
2022-09-07 08:00:00,150579.53,single,0.0,309.12,8,2,7,9,36,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,150052.414,154142.536,154977.722,193333.59116666668,25717.67133944701,191252.77926190474,30599.259805999343
2022-09-07 09:00:00,156861.118,single,0.0,241.206,9,2,7,9,36,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,150579.53,162130.286,159852.784,193185.13258333332,25962.858272163994,191226.59954761906,30632.344974807686
2022-09-07 10:00:00,169557.686,single,0.0,237.026,10,2,7,9,36,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,156861.118,175771.15,170389.442,192965.58391666668,26257.490792499,191208.79201190476,30651.556313485402
2022-09-07 11:00:00,177557.138,single,276.72,313.893,11,2,7,9,36,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,169557.686,185512.756,178185.71,192706.68958333333,26464.21408082373,191203.8410833333,30655.006231698102
2022-09-07 12:00:00,182914.298,single,1142.959,461.554,12,2,7,9,36,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,177557.138,191174.802,186061.724,192375.2055,26607.677456193433,191200.0995833333,30656.64294837076
2022-09-07 13:00:00,187327.438,single,1701.983,279.123,13,2,7,9,36,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,182914.298,196313.086,194400.762,192031.01783333332,26677.21722145699,191181.3649047619,30660.76332044271
